"display_name","reputation","views","up_votes","down_votes"
"zeroseven0183",26,0,8,0
"Ela",101,2,0,0
"Nate Shoffner",101,1,0,0
"Tobi Oetiker",101,2,0,0
"davidg",101,0,0,0
"Shisoft",113,5,0,0
"kb67",41,0,1,0
"Aang",21,0,0,0
"AKGMA",118,3,3,0
"gokoon",101,0,0,0
"Eugene van der Merwe",1,0,0,0
"rodzhers",1,0,0,0
"czap",1,0,0,0
"kazi",1,0,0,0
"user9851",1,0,0,0
"user9853",1,0,0,0
"Dave",46,2,0,0
"user9855",1,0,0,0
"Stoic",101,0,0,0
"ali",1,0,0,0
"pek",101,0,0,0
"teawithfruit",1,1,0,0
"user9863",1,0,0,0
"Angel Salinas Huerta",159,0,21,1
"SuperElectric",132,1,6,0
"marcog",101,0,1,0
"Cooper",1,0,0,0
"sitzmar",36,0,0,0
"enthdegree",1,2,0,0
"calas",101,0,0,0
"misimisi",8,2,0,0
"Remo.D",101,0,0,0
"knb",178,3,5,0
"Thelema",111,1,11,0
"pcapademic",101,2,2,0
"Alex Koshelev",101,0,0,0
"Arnis L.",126,1,1,0
"darkmav",1,0,0,0
"pluc",11,0,0,0
"user9888",1,0,0,0
"JJ56",126,4,0,0
"NiallJG",1,0,0,0
"Vinnie",146,3,0,0
"OpTiCNeRd",1,1,0,0
"Harry",31,3,0,0
"user9897",1,0,0,0
"jon",1,0,0,0
"Amokrane",106,2,2,0
"user9901",11,1,0,0
"adil",1,0,0,0
"rusvdw",101,0,2,0
"user9907",1,1,0,0
"Neo",151,3,0,0
"Reid",106,2,0,0
"Brad Beyenhof",101,0,0,0
"arulkannan",16,4,0,0
"jessicah",1,0,0,0
"Britta",101,5,0,0
"inder",1,0,0,0
"hintss",1,0,0,0
"Bryan",106,4,0,0
"kyrisu",101,0,0,0
"user9928",1,0,0,0
"Peter Carrero",101,0,4,0
"Arlen Cuss",101,0,0,0
"user9931",16,2,0,0
"McEnroe",6,5,0,0
"Mukul Majmudar",1,0,0,0
"Ronsen",1,0,0,0
"Rachlan Ward II",1,0,0,0
"JoaquÃ­n L. Robles",101,0,0,0
"Jackson Tan",45,3,5,0
"Jordan Ketterer",1,0,0,0
"Alexander",410,4,19,1
"lfzawacki",101,0,2,0
"bluegray",6,2,0,0
"steyze",1,0,0,0
"Twisol",108,1,1,0
"Boris Daich",101,2,0,0
"J. Winchester",101,3,0,0
"lotia",1,0,0,0
"Burak Dede",101,0,0,0
"Wang Dingwei",101,0,0,0
"me4oslav",24,3,3,0
"luxifer",18,5,1,0
"xubuntix",121,0,0,0
"BenoÃ®t",111,5,3,0
"Modena",26,4,0,0
"Manki",1,0,0,0
"ActionParsnip",84,0,0,0
"grampajoe",1,0,0,0
"Zannjaminderson",101,0,2,0
"user9965",1,0,0,0
"Highway of Life",101,0,0,0
"Geoffrey Bacon",1,0,0,0
"srxavi",1,0,0,0
"TheMaimoon",3,0,0,0
"Maikel Bald",1,1,0,0
"Justin Dearing",101,1,0,0
"user9973",1,0,0,0
"user9974",11,1,0,0
"user9975",1,0,0,0
"jhwist",108,1,2,0
"Nic",101,3,1,0
"Radek",1,0,0,0
"Roland",1,0,0,0
"Sam Swift",1,1,0,0
"tlacuache",1,0,0,0
"Sascha",1,0,0,0
"user9984",1,0,0,0
"Travis Allan Hoeffel",1,2,0,0
"celil",145,5,69,0
"Letseatlunch",123,2,0,0
"aerholt",1,0,0,0
"inspired12",1,0,0,0
"Adam",8,3,0,0
"Anders",1,2,0,0
"dzadze",51,5,0,0
"Sharpie",116,2,1,0
"jcline",16,2,0,0
"Eric",101,1,0,0
"user9999",1,0,0,0
"user10000",1,0,0,0
"Vincent",101,0,0,0
"Andrew",101,0,0,0
"user10004",1,0,0,0
"Xhacker Liu",1,0,0,0
"user10006",1,0,0,0
"jondavidjohn",207,5,1,0
"heyheyhey_540",1,0,0,0
"nidzo732",118,8,1,0
"mulander",1,0,0,0
"Victor Stanciu",101,1,0,0
"Zhang Yining",1,0,0,0
"dflock",121,2,0,0
"Madhavi",13,4,0,0
"user10017",1,0,0,0
"Abdel Olakara",101,2,1,0
"Tomas Jancik",1,0,0,0
"Axl",66,2,0,0
"CodingTales",106,2,0,0
"ykombinator",101,5,4,0
"user10026",6,2,0,0
"goncalossilva",159,3,0,0
"TiuTalk",115,4,1,0
"Alessio",16,2,0,0
"DavidYell",101,2,1,0
"pheon",1,3,0,0
"user10034",6,4,0,0
"aesptux",6,0,0,0
"user10038",16,2,0,0
"user10039",1,0,0,0
"usr",1,0,0,0
"chpwn",116,1,0,0
"ChrisBurnor",11,0,0,0
"Nicu Zecheru",101,1,0,0
"Iulian",79,4,16,0
"pschmidt",97,4,18,0
"Ivan Kravchenko",1,0,0,0
"Littleman",1,1,0,0
"MrG",101,0,1,0
"dcapocelli",46,4,0,0
"Voidcode",99,0,1,0
"user10052",1,0,0,0
"Rob S.",266,2,2,0
"Mark D",58,2,2,0
"Rory O'Siochain",1,0,0,0
"Todd Hunter",116,3,1,0
"matthias.lukaszek",101,0,1,0
"alecRN",128,2,0,0
"user10059",1,0,0,0
"Sammy Black",148,4,5,0
"AndyM",1,0,0,0
"Silambarasan",123,3,0,0
"kpozin",101,0,0,0
"Apperoid",1,0,0,0
"user10067",1,0,0,0
"user unknown",1559,15,110,15
"John Ripley",101,0,0,0
"den-javamaniac",126,8,1,0
"user10072",6,2,0,0
"dimitris",31,4,0,0
"Jamess",914,9,57,4
"taltos",1,0,0,0
"Amir Masoud",1,0,0,0
"user10082",1,5,0,0
"jurchiks",8,3,0,0
"Symen Timmermans",1,2,0,0
"lugte098",126,4,0,0
"phihag",121,2,21,0
"BetaWaffle",1,0,0,0
"Nergal",1,0,0,0
"camilohe",1,0,0,0
"glenatron",121,1,2,0
"d4v1dv00",11,0,0,0
"Sk8erPeter",101,0,0,0
"nightmare",1,0,0,0
"mudface",1,1,0,0
"Jill",1,0,0,0
"petergil",151,4,1,0
"user10108",1,0,0,0
"Bluebomber357",101,0,0,0
"user10113",1,0,0,0
"wickedchicken",93,2,0,0
"misreckoning",1,0,0,0
"user10116",1,0,0,0
"efjc",1,0,0,0
"moskrc",1,0,0,0
"newcomer",128,3,0,0
"user10125",1,0,0,0
"glenn jackman",309,0,24,0
"Redbeard",101,0,2,0
"Joost Schuur",101,0,0,0
"Ian",21,1,0,0
"Arkain",101,0,0,0
"user10133",41,2,0,0
"bartmonkey13",1,4,0,0
"Aaron Thul",1,0,0,0
"Jurgen Debo",1,1,0,0
"Dennis Hodapp",1,0,0,0
"Sam Spilsbury",51,10,0,0
"jphenow",101,3,1,0
"user10141",1,0,0,0
"James Sneeringer",101,0,0,0
"Vinod K",24,4,0,0
"user10144",1,0,0,0
"Gavin Klein",1,0,0,0
"Vikrant Chaudhary",101,0,0,0
"solsson",1,0,0,0
"rhino",1,3,0,0
"Joepie",101,0,0,0
"user10151",1,0,0,0
"Harish",101,1,0,0
"Smartkid",18,3,0,0
"Cactus",101,1,2,0
"Arul",26,3,1,0
"user10157",16,4,0,0
"Tim Reynolds",1,0,0,0
"Glycerine",1,0,0,0
"Ryan Aghdam",1,0,0,0
"Pedro Loureiro",181,0,0,0
"domtes",1,1,0,0
"nmb",1,0,0,0
"Chad M",13,0,0,0
"PriceChild",176,0,2,0
"Marc",1,0,0,0
"StephenPaulger",148,2,9,0
"indienick",136,2,0,0
"Sebastian R.",463,0,54,1
"Niffe",1,0,0,0
"user10178",1,0,0,0
"Pygmalion",1,0,0,0
"Papiux",266,0,17,0
"ElaineN",1,0,0,0
"wildster",23,4,0,0
"Martyrsaregay",1,0,0,0
"jesusiniesta",1,0,0,0
"Totty",118,3,1,0
"jonodlo",1,1,0,0
"Frank V",101,0,3,0
"Neal",1,4,0,0
"Dog Ears",101,0,1,0
"user10193",11,0,0,0
"user10196",1,0,0,0
"hackel",1,0,0,0
"Ashes",1,1,0,0
"Michael Robinson",101,0,3,0
"chmullig",113,0,4,0
"c4il",101,2,4,0
"Martin Trigaux",101,0,0,0
"mtr",1,0,0,0
"chessweb",6,2,0,0
"Svish",143,5,2,0
"user10210",1,0,0,0
"sealon",1,0,0,0
"Ilias el Matani",771,9,11,5
"Rahul",37,0,5,0
"Eddsstudio",101,0,0,0
"user10215",1,0,0,0
"jab",101,0,0,0
"user10218",1,0,0,0
"user10219",1,0,0,0
"Thomas",1,0,0,0
"alvosu",101,0,0,0
"Selinap",101,0,0,0
"Ole Morten Amundsen",101,1,2,0
"user10225",11,0,0,0
"Wesley",1,0,0,0
"interstar",130,1,4,0
"bacon",66,4,9,0
"mikeplate",1,0,0,0
"baijupattera",1,0,0,0
"Tricker",101,0,1,0
"Johnny",1,2,0,0
"arclight",101,0,0,0
"Amanz Linux",1,6,0,0
"Lane",101,0,0,0
"somewhere2go",1,0,0,0
"Flueras Bogdan",1,1,0,0
"user10244",11,0,0,0
"Mindfulgeek",1,0,0,0
"jamiedmattingly",1,1,0,0
"Bao-Long Nguyen-Trong",11,0,0,0
"changke",1,0,0,0
"cwall",1,0,0,0
"Lyle",101,0,0,0
"Keith Groben",326,4,41,0
"eddflrs",1,0,0,0
"Tucsok",1,0,0,0
"user10255",1,0,0,0
"vicchow",1,0,0,0
"Tractor",76,5,0,0
"baboonWorksFine",153,0,0,0
"Alain Pannetier",345,1,310,0
"Daniel",111,2,4,0
"satuon",381,10,14,0
"user10265",1,0,0,0
"user10268",1,0,0,0
"JayK",1,0,0,0
"ahmet",1,0,0,0
"ngm",101,0,0,0
"danp",108,0,7,0
"robinsonc494",101,0,0,0
"Martin Carpenter",101,0,0,0
"Rafael Sanchez",1,0,0,0
"Tharun",6,7,0,0
"HKK",113,4,0,0
"user10283",1,0,0,0
"user10285",6,0,0,0
"Cinaed666",6,3,0,0
"AndrewF",1,0,0,0
"eu-ge-ne",101,0,15,0
"Jonathan",101,0,0,0
"Mark Hall",101,0,1,0
"paradox3621",1,0,0,0
"Savva",1,0,0,0
"Jacky Alcine",1,10,0,0
"Peter Hoffmann",137,2,5,0
"rationalOgre",1,0,0,0
"S.Hoekstra",101,0,0,0
"Mark",1,0,0,0
"Matheus de AraÃºjo",31,1,1,0
"user10309",11,3,0,0
"Niall Connellan",1,0,0,0
"user10312",1,0,0,0
"andypiper",1,0,0,0
"stee1rat",1,0,0,0
"John Penland",1,0,0,0
"Bluebill",1,0,0,0
"Jesse Carmona",1,0,0,0
"user10320",1,0,0,0
"Richardarkless",1,0,0,0
"rustushki",1,0,0,0
"hlovdal",101,0,2,0
"Jason Baker",101,0,0,0
"TMarshall",101,0,3,0
"Fatos",1,2,0,0
"bitu-derr",1,3,0,0
"Thomas",3,1,0,0
"stlouisubntu",11,1,0,0
"Derek Lamarr",11,0,0,0
"dimkalinux",1,0,0,0
"silpol",1,1,0,0
"Pedro Folha",1,0,0,0
"gezope",1,0,0,0
"kriss",106,3,8,0
"Bass5098",101,3,2,0
"Tyronomo",101,2,0,0
"AmV",112,2,30,0
"B Johnson",101,0,0,0
"Anthony Shull",101,0,0,0
"wjlafrance",101,2,0,0
"bsg",1,0,0,0
"wilo",31,1,0,0
"tekknolagi",108,2,10,0
"user10350",1,0,0,0
"alexinslc",1,0,0,0
"ZeroSkull",1,0,0,0
"Manohar Bhattarai",8,12,0,0
"fletcher",101,2,3,0
"Ollie Treend",1,1,0,0
"Peter Torpman",16,4,0,0
"melon",1,0,0,0
"Florian",1,2,0,0
"Simon Richter",251,1,3,0
"scribu",111,2,20,0
"Salohiddin",1,1,0,0
"ajay",56,1,0,0
"Alex Recarey",101,0,0,0
"Cody",11,0,0,0
"MoLE",21,3,0,0
"Henrik",1,0,0,0
"gotunandan",21,0,0,0
"Gaspar",1,2,0,0
"l0b0",249,1,57,3
"WhizKins",11,0,0,0
"Jonathan",113,1,1,0
"ashu",21,1,3,0
"cthom06",101,0,0,0
"iDarine",18,5,0,0
"user10378",1,0,0,0
"user10379",6,0,0,0
"Jay Conrod",101,0,6,0
"Craig.Nicol",101,1,0,0
"sus",1,1,0,0
"Tom",1,0,0,0
"BD at Rivenhill",118,1,1,0
"RQDQ",101,1,0,0
"TDuemesnil",1,0,0,0
"Christopher",1,4,0,0
"David",1,0,0,0
"AutoStatic",21,2,0,0
"user10392",1,0,0,0
"salla",1,0,0,0
"user10395",1,1,0,0
"Bushibytes",1,0,0,0
"user10398",1,1,0,0
"un pobrecito hablador",11,0,0,0
"chris166",101,0,0,0
"garrow",101,0,1,0
"lesyk",1,0,0,0
"user10403",13,2,0,0
"Mike Lentini",101,0,2,0
"David",1,0,0,0
"user10406",16,1,0,0
"qpingu",101,0,0,0
"Benjamin",1,0,0,0
"jwillar",13,1,0,0
"Michael Larabel",141,3,0,0
"Alec",15,2,1,0
"Nikita",1,0,0,0
"user10415",1,1,0,0
"rahul27",11,0,0,0
"Killerkiwi",56,2,0,0
"myjko",1,0,0,0
"Abbas Ali",28,3,0,0
"NRoach44",77,0,0,0
"zubinmehta",121,3,4,0
"Robert Meineke",1,0,0,0
"Samarth",1,0,0,0
"moose",177,5,3,0
"user10427",1,0,0,0
"DerMike",101,0,1,0
"Daniel",101,0,8,0
"Fatu Virgil",1,0,0,0
"ArvoX",1,0,0,0
"Umair",101,0,0,0
"Asep Mulyawan",1,0,0,0
"Matthew",1,0,0,0
"Richard Turner",111,0,7,0
"Yossi Gil",13,2,0,0
"Alexandra",101,2,0,0
"wubijacq",1,0,0,0
"user10443",1,0,0,0
"naugtur",101,0,0,0
"Tigull",395,3,48,2
"Pavel Druzyak",1,0,0,0
"Lena Schimmel",101,0,5,0
"Alex",101,2,0,0
"reistiago",101,1,1,0
"user10455",1,1,0,0
"Chris Dickinson",1,0,0,0
"bumbling fool",319,15,24,1
"Saar",101,1,0,0
"bilal",13,3,0,0
"Jarretinha",1,0,0,0
"Dhilip ",1,1,0,0
"v64",1,0,0,0
"phazei",1,0,0,0
"Goveia",1,0,0,0
"Rafal",8,2,0,0
"FeRtoll",101,0,0,0
"VÃ­tor Souza",1,1,0,0
"richard",121,4,0,0
"Miguel",106,5,1,0
"COMPUTIAC",1,0,0,0
"KejiaæŸ¯å˜‰",36,3,0,0
"septic",1,0,0,0
"ubu_lin",1,0,0,0
"Gattster",101,0,0,0
"user10484",1,0,0,0
"sr71",26,8,0,0
"Petrie Wong",83,3,5,0
"Rafael Hernandez",1,0,0,0
"user10490",1,0,0,0
"tapan",118,0,0,0
"Eunucorn",31,0,0,0
"Altaer",1,0,0,0
"Pedram",1840,18,404,3
"Akash Mahajan",1,0,0,0
"user10497",1,0,0,0
"Ian McShane",3,3,0,0
"sat",101,0,0,0
"xiaohouzi79",221,10,9,1
"Andrea Ambu",168,1,1,0
"Stephane Rolland",206,2,15,0
"zobi8225",1,2,0,0
"sylvainulg",111,3,2,0
"phpmonkey",1,0,0,0
"Santa Maradona",21,2,0,0
"Joao Rios",1,0,0,0
"Tori",1,2,0,0
"daddz",101,0,0,0
"petjal",11,1,0,0
"Pablo",1,0,0,0
"wzzrd",101,1,1,0
"rar",25,4,2,0
"rr0hit",31,2,0,0
"larsr",1,0,0,0
"user10522",11,2,0,0
"user10523",1,0,0,0
"flob",1,0,0,0
"theist",412,6,5,0
"netrunner",1,0,0,0
"Keyslinger",111,5,3,0
"daniel",1,0,0,0
"user10533",26,2,0,0
"whydidithavetobreak",88,5,0,0
"Ibn Ali al-Turki",1,0,0,0
"user10536",1,0,0,0
"user10537",1,0,0,0
"joslinm",8,0,0,0
"rogcg",120,1,1,0
"Erik Johansson",320,5,5,0
"user10541",1,0,0,0
"Cliff",1,0,0,0
"alexef",73,1,9,0
"user10544",1,0,0,0
"sutre",152,1,8,0
"Patches",101,2,2,0
"Cooldeniz Deniz",1,0,0,0
"user10549",41,0,0,0
"user10550",1,0,0,0
"Tim",174,3,7,0
"Syrus",1,3,0,0
"Andre",1,0,0,0
"BBetances",130,2,4,0
"Duane Paulson",1,0,0,0
"jsolarski",128,5,20,0
"bzero",101,0,0,0
"Alex Ott",101,2,0,0
"eldar",1,0,0,0
"user10565",1,3,0,0
"fejesjoco",101,0,0,0
"Elijah Saounkine",101,0,0,0
"chrizzbo",1,0,0,0
"DB6EDR",21,2,0,0
"TonyLiu",1,0,0,0
"ScottC",41,2,1,0
"Robert",101,2,1,0
"goddog",1,0,0,0
"user10576",1,0,0,0
"wk01",101,0,0,0
"user10578",1,3,0,0
"LGB",789,26,3,0
"jgomo3",1,0,0,0
"Olli",1750,46,304,7
"Ian Renton",1,0,0,0
"avigot",11,3,0,0
"user10585",1,0,0,0
"Michael",1,1,0,0
"johannix",138,2,1,0
"Nikonicanicanon",1,0,0,0
"ardsrk",108,1,1,0
"davedo2",26,1,0,0
"keisimone",139,3,1,0
"Ross Rogers",101,3,2,0
"lullis",1,0,0,0
"bcrawl",23,4,0,0
"user10597",1,0,0,0
"Olexandr Skrypnyk",1,0,0,0
"skerit",97,1,3,0
"Toby J",1,0,0,0
"Jonathan",138,2,8,0
"Brett McKown",1,0,0,0
"Pedro Veras",1,0,0,0
"user10606",56,4,0,0
"theprivileges",1,5,0,0
"Niklas",153,2,3,1
"Dale Nagel",1,2,0,0
"Michael Chapman",93,1,10,0
"joxl",1,1,0,0
"Shark",101,0,0,0
"alexm",106,0,0,0
"The Evil One",2183,0,322,55
"chuzzum",1,1,0,0
"chintown",1,0,0,0
"bi3lik",1,0,0,0
"Calipus Software",1,1,0,0
"Igor",100,1,6,0
"Bradley Atkins",1,0,0,0
"Alexandros Marinos",106,5,0,0
"Calin Don",1,0,0,0
"sect2k",126,3,0,0
"user10630",1,0,0,0
"Bas Grolleman",9,2,0,0
"user10633",1,0,0,0
"user10634",1,0,0,0
"Foo Bah",101,0,0,0
"user10636",1,0,0,0
"Ian Ringrose",101,0,1,0
"jsbillings",101,0,0,0
"infrared",1,0,0,0
"albasku",1,0,0,0
"MattMan85",1,0,0,0
"Diego AgullÃ³",11,0,0,0
"nybergh",1,0,0,0
"Daniel Velkov",101,0,2,0
"Artiom Chilaru",101,0,1,0
"oldcity",1,0,0,0
"user10648",1,0,0,0
"Terry Smith",16,1,0,0
"Jean-Baptiste Lab",1,0,0,0
"user10651",1,0,0,0
"ISJ",15,1,0,0
"OffBySome",101,0,2,0
"Neall",101,0,0,0
"Andy",11,3,0,0
"bobgubko",101,0,0,0
"Christopher",101,1,0,0
"Dziamid",128,1,3,0
"Denis Golomazov",1,0,0,0
"Metod Hacker Medja",1,0,0,0
"Len Jaffe",101,0,0,0
"Xodarap",180,3,11,0
"Quaternion",115,2,3,0
"Uku Loskit",103,7,3,0
"user10669",83,3,1,0
"David Reza",46,4,2,0
"obi_wan_kenobi",1,0,0,0
"ajray",108,0,1,0
"shiva",101,2,0,0
"lzyy",1,0,0,0
"marc-andre benoit",1,3,0,0
"Reid",101,3,6,0
"BorgDomination",36,3,0,0
"jordoex",1,0,0,0
"Kilos",16,2,0,0
"aifreedom",1,0,0,0
"danlefree",101,0,0,0
"daks",11,5,0,0
"user10686",1,2,0,0
"user10689",1,0,0,0
"Nightscape",1,0,0,0
"user10693",6,2,0,0
"dacap",1,0,0,0
"Nitin Abhishek",16,3,0,0
"z33m",101,1,1,0
"Finn Ã…rup Nielsen",1,0,0,0
"Alvar",1312,20,152,59
"stribika",101,2,0,0
"Randy3011",16,1,0,0
"Iszi",101,0,1,0
"cicabum",6,2,0,0
"user10705",1,0,0,0
"Fery Ardiant",1,0,0,0
"Sebastian Billaudelle",28,6,0,0
"C.W.Holeman II",116,2,0,0
"user10710",1,0,0,0
"user10711",3,2,0,0
"user10712",21,2,0,0
"Jani",1,0,0,0
"Haguilar91",117,2,0,0
"Ali Sheikh",1,1,0,0
"Ali Nik",1,0,0,0
"asx",1,2,0,0
"pbexp",1,2,0,0
"Bovril",1,0,0,0
"Bikerboy",11,1,0,0
"Victor Serrano",1,0,0,0
"Gacha",1,0,0,0
"Johannes",101,3,0,0
"strictlyrude27",266,0,22,1
"Daniel Bryant",3,3,0,0
"Joey Adams",101,4,1,0
"mattonrails",1,2,0,0
"user10740",1,0,0,0
"nameanyone",8,3,0,0
"drunkenCoder",1,0,0,0
"Deusdies",21,1,1,0
"Psycho_Dad",6,0,0,0
"Mononofu",101,0,0,0
"whirlwin",162,0,10,0
"Asmerito",146,4,0,0
"Mariano",16,0,0,0
"drnessie",118,2,8,0
"esaj",101,0,0,0
"bmbaker",11,2,0,0
"plopp",111,2,0,0
"user10754",1,0,0,0
"fwa",101,2,0,0
"user10756",21,2,0,0
"Syed Khalil-ur-Rehman",1,4,0,0
"Martijn",143,2,2,0
"Sergio",111,2,5,0
"Pxlatn",1,0,0,0
"Martin",47,4,3,0
"user10762",1,1,0,0
"feci",1,4,0,0
"larson4",121,2,0,0
"user10767",1,0,0,0
"czerasz",106,0,1,0
"serge_gubenko",101,0,0,0
"user10774",26,1,0,0
"Reactor5",103,0,3,0
"Charles Rodgers",1,0,0,0
"Thierry Lam",108,3,2,0
"user10778",16,4,0,0
"jt01",101,0,0,0
"user10781",11,2,0,0
"binary.koala",56,0,0,0
"beav_35",64,0,0,0
"HaveAGuess",1,0,0,0
"Jay Askren",101,0,0,0
"Yitzchak",138,0,1,0
"Oetzi",123,6,1,0
"Tuan Muda Naim",1,0,0,0
"ahabman",1,0,0,0
"Didier",51,3,0,0
"leon",1,0,0,0
"Austin Ziegler",1,0,0,0
"Joseph Turian",101,0,1,0
"Neil Traft",101,0,0,0
"Sup3rgnu",1,1,0,0
"maaartinus",181,2,34,0
"Mikael Ã–hman",101,0,0,0
"user10804",11,2,0,0
"user10805",1,0,0,0
"user10806",1,0,0,0
"fenix",103,0,0,0
"politicus",1,0,0,0
"JonWillis",101,0,0,0
"user10813",1,0,0,0
"Danny",1,0,0,0
"Harley",101,0,2,0
"hugocreal",38,15,0,0
"Fernando Costa",131,0,3,1
"aruseni",101,0,0,0
"user10822",11,2,0,0
"kamstrup",463,13,16,0
"Puck",36,3,0,0
"Matt Garrison",101,0,0,0
"user10830",1,0,0,0
"billaraw",1,0,0,0
"Josiah Sprague",101,1,0,0
"B2B_snake",1,2,0,0
"user10835",1,0,0,0
"daithib8",199,4,19,0
"cako",29,0,1,0
"Frederico Lamberti Pissarra",6,0,0,0
"user10841",1,0,0,0
"user10842",1,0,0,0
"LukaD",18,2,0,0
"user10845",11,3,0,0
"Orhaan",1,0,0,0
"Joe Friedrichsen",1,0,0,0
"craig zheng",23,3,5,0
"JBWhitmore",21,2,0,0
"hazrpg",46,0,1,0
"frabcus",1,0,0,0
"Tullidil",1,0,0,0
"Stisfa",1,0,0,0
"user10861",1,0,0,0
"user10862",1,2,0,0
"user10863",1,0,0,0
"user9009",101,0,0,0
"sunny256",101,2,1,0
"Doug",66,3,0,0
"Mr_CryptoPrime",103,2,0,0
"sweetfa",41,2,0,0
"Oler",1,4,0,0
"cam8001",106,0,2,0
"James Little",21,1,0,0
"Ali Sheikh",1,0,0,0
"user10882",1,1,0,0
"Peter Mortensen",123,0,2,0
"Yury Gerzhan",1,0,0,0
"Sankar Ganesh",101,1,0,0
"Janfy",1,0,0,0
"Nils",178,9,5,0
"Godeke",101,0,0,0
"Corith Malin",101,0,0,0
"FlameSword",1,0,0,0
"JoÃ£o Ramos",1,0,0,0
"ciaron",1,0,0,0
"user10895",1,0,0,0
"daegan",1,0,0,0
"Usagi",106,2,0,0
"user10898",50,3,0,0
"ithcy",101,0,0,0
"Pablo",101,0,0,0
"cabbey",101,2,0,0
"user10902",1,1,0,0
"Robert Speicher",101,0,0,0
"Felipe",1,2,0,0
"Jacob Oscarson",101,0,0,0
"parmanand",41,0,0,0
"alecnmk",1,2,0,0
"Rossi",11,8,0,0
"Eric",101,0,0,0
"UbiquitÃ©",123,0,0,0
"Spacedman",101,0,0,0
"John",101,2,1,0
"IDWMaster",132,1,2,0
"Xeon06",103,2,1,0
"Oddthinking",156,4,9,0
"superfav",41,2,0,0
"jdamae",106,2,0,0
"user10923",1,0,0,0
"G3IST89",11,1,0,0
"user10927",1,0,0,0
"user10929",11,2,0,0
"Brian Huenefeld",103,0,8,0
"Vitali",21,0,0,0
"Alexey Anufriyev",101,0,0,0
"Nyarpunkup",1,2,0,0
"freakypelik",1,1,0,0
"user10938",1,0,0,0
"user10940",6,0,0,0
"Sambatyon",108,0,1,0
"Joe Wreschnig",101,0,1,0
"TiZon",101,0,0,0
"Josh M.",133,2,1,0
"Shrill",1,0,0,0
"user10948",1,0,0,0
"pgalves",1,0,0,0
"user10951",6,3,0,0
"nightpool",1,0,0,0
"Fixee",101,0,0,0
"huy",101,1,0,0
"hsz",106,2,0,0
"computermacgyver",38,0,1,0
"Mashew Cashew",1,0,0,0
"rakslice",111,4,0,0
"Alex Kaushovik",101,0,6,0
"user10962",111,0,0,0
"Reinis",56,5,1,0
"Eric Fossum",8,0,0,0
"David",338,5,14,1
"robinjam",101,0,0,0
"orftz",101,0,10,0
"jakeonrails",116,2,1,0
"ftiaronsem",125,0,2,0
"ardiyu07",1,0,0,0
"Pankaj Singh",1,0,0,0
"James Ray",1,0,0,0
"V-Light",123,0,5,0
"Will03uk",113,1,0,0
"kashani",101,2,0,0
"Paul Daniels",11,1,0,0
"Patrick Mylund Nielsen",1,0,0,0
"Krastin Konstantinov",1,3,0,0
"Newbunty",1,6,0,0
"AaronJAnderson",11,2,0,0
"ohadshai",108,2,2,0
"Vignesh",1,0,0,0
"simon",1,3,0,0
"Ollie G",196,2,4,0
"nelaar",521,2,298,1
"user10999",1,2,0,0
"Mad-scientist",189,4,15,0
"billynomates",103,0,2,0
"Mister IT Guru",101,0,0,0
"Tagger",141,1,1,0
"Jonas Hallgren",1,0,0,0
"Lohoris",101,1,6,0
"Arlen Beiler",133,2,1,0
"Alasdair Allan",101,0,0,0
"LoveMeSomeCode",101,0,1,0
"MestreLion",1632,5,182,10
"the brx in the walls",56,2,6,0
"Eivind",101,0,0,0
"Bill the Lizard",119,1,0,0
"user11020",1,0,0,0
"Bibhas ",101,4,0,0
"Colin Harrington",101,0,0,0
"Mien ",101,7,8,0
"user11024",1,0,0,0
"Arthur Ulfeldt",151,2,0,0
"Funbot",76,2,0,0
"Laurent Debricon",11,0,0,0
"classer",11,2,0,0
"Alan Haggai Alavi",101,0,0,0
"droffo",33,3,3,0
"Melik4",13,11,0,0
"rdragan",1,0,0,0
"germanmicha",1,0,0,0
"Nicholas",16,2,0,0
"BenTobin",101,0,0,0
"Jepic Phail",1,0,0,0
"CGK",101,0,1,0
"user11045",1,2,0,0
"Calum Benson",101,0,3,0
"Yang",101,4,0,0
"codedude",106,1,0,0
"sandprickle",1,0,0,0
"user11050",6,2,0,0
"micahg",307,4,8,1
"Chris Burgess",101,0,0,0
"David Alfonso",111,0,1,0
"user11062",1,0,0,0
"Melanie",101,2,0,0
"wimsymons",31,2,0,0
"marecki",1,0,0,0
"Dan Moulding",101,0,0,0
"ScootyPuff",1,0,0,0
"yellopink",1,2,0,0
"Christoph",884,2,57,2
"bdorry",1,0,0,0
"Ã‰rico Andrei",1,0,0,0
"user11073",6,1,0,0
"the JinX",101,0,2,0
"Jesus Ramos",116,0,7,0
"user11077",1,0,0,0
"Marco",1,0,0,0
"vinnitu",121,1,0,0
"aesthetic priest",13,0,0,0
"nullDev",118,0,2,0
"Beerrepository ",1,0,0,0
"Bruce",25,2,0,0
"Michael M.",1,0,0,0
"Mithun Chaubey",1,1,0,0
"user11090",1,0,0,0
"user11091",1,0,0,0
"Miguel Ping",101,0,0,0
"evident",108,4,1,0
"chadgh",123,1,1,0
"Dullroar",1,0,0,0
"user11097",1,0,0,0
"LapTop006",101,0,0,0
"user11100",101,0,1,0
"Kironide",132,4,3,0
"user11102",11,0,0,0
"Olzhas",1,2,0,0
"tyblu",91,6,5,0
"user11107",3,0,0,0
"Andrew",113,4,0,0
